Permit Number,Permit Type,Permit Type Definition,Permit Creation Date,Block,Lot,Street Number,Street Number Suffix,Street Name,Street Suffix,Unit,Unit Suffix,Description,Current Status,Current Status Date,Filed Date,Issued Date,Completed Date,First Construction Document Date,Structural Notification,Number of Existing Stories,Number of Proposed Stories,Voluntary Soft-Story Retrofit,Fire Only Permit,Permit Expiration Date,Estimated Cost,Revised Cost,Existing Use,Existing Units,Proposed Use,Proposed Units,Plansets,TIDF Compliance,Existing Construction Type,Existing Construction Type Description,Proposed Construction Type,Proposed Construction Type Description,Site Permit,Supervisor District,Neighborhoods - Analysis Boundaries,Zipcode,Location,Record ID,SF Find Neighborhoods,Current Police Districts,Current Supervisor Districts,Analysis Neighborhoods,:@computed_region_bh8s_q3mv,:@computed_region_yftq_j783,:@computed_region_rxqg_mtj9,:@computed_region_jx4q_fizf,:@computed_region_uruc_drv6
201808318912,8,otc alterations permit,08/31/2018,1019,030,3525,,Sacramento,St,,,to comply with nov #201875631 - replace sliding glass door w/window @ 2nd floor. replace 2 other windows - bedroom (1) bathroom (1) also @ 2nd floor.,complete,12/24/2019,08/31/2018,08/31/2018,12/24/2019,,,3,3,,,08/26/2019,5000,5000,2 family dwelling,2,2 family dwelling,2,0,,5,wood frame (5),5,wood frame (5),,2,Presidio Heights,94118,"(37.78746625740721, -122.45071417180493)",1521881380699,10,8,6,31,54,11,1,9,11
201808318938,8,otc alterations permit,08/31/2018,1015,043,3941,A,Sacramento,St,,,"remove rear deck, remove siding, remove roof shingles, remove interior plaster for structure  exploration.  see site plans for app#201705096076",issued,08/31/2018,08/31/2018,08/31/2018,,,,2,2,,,08/26/2019,3000,3000,1 family dwelling,1,1 family dwelling,1,0,,5,wood frame (5),5,wood frame (5),,2,Presidio Heights,94118,"(37.786531519061725, -122.45777980418953)",1521917512191,10,8,6,31,54,11,1,9,11
201809059112,8,otc alterations permit,09/05/2018,0636,038,2451,,Sacramento,St,,,reroofing.,complete,11/05/2018,09/05/2018,09/05/2018,11/05/2018,,,11,11,,,08/31/2019,95000,95000,apartments,98,apartments,98,0,,1,constr type 1,1,constr type 1,,2,Pacific Heights,94115,"(37.78966078022135, -122.43319509133869)",1522204495475,102,4,6,30,29490,13,1,6,11
M974287,8,otc alterations permit,09/05/2018,0631,009,2604,,Sacramento,St,,,street space,issued,09/05/2018,09/05/2018,09/05/2018,,,,,,,,,,1,,,,,,,,,,,,2,Pacific Heights,94115,"(37.78981475793939, -122.43609568798763)",152223976967,102,4,6,30,29490,13,1,9,11
M974947,8,otc alterations permit,09/06/2018,1013,055,3876,,Sacramento,St,,,street space,issued,09/06/2018,09/06/2018,09/06/2018,,,,,,,,,,0,,,,,,,,,,,,2,Presidio Heights,94118,"(37.78721393830937, -122.45646736855984)",1522464463004,10,8,6,31,54,11,1,9,11
M975107,8,otc alterations permit,09/06/2018,1009,029,3490,,Sacramento,St,,,street space,issued,09/06/2018,09/06/2018,09/06/2018,,,,,,,,,,0,,,,,,,,,,,,2,Presidio Heights,94118,"(37.78797476510885, -122.45007792783957)",152253186995,10,8,6,31,54,13,1,9,11
201809079390,8,otc alterations permit,09/07/2018,0220,019,1354,,Sacramento,St,,,re-roofing,complete,09/20/2018,09/07/2018,09/07/2018,09/20/2018,,,3,3,,,09/02/2019,8500,8500,apartments,6,apartments,6,0,,5,wood frame (5),5,wood frame (5),,3,Nob Hill,94109,"(37.79239173680374, -122.41520483411058)",1522572232976,16,6,3,21,28858,5,10,1,2
M975667,8,otc alterations permit,09/07/2018,1003,011,2820,,Sacramento,St,,,street space,issued,09/07/2018,09/07/2018,09/07/2018,,,,,,,,,,1,,,,,,,,,,,,2,Pacific Heights,94115,"(37.78941925861583, -122.4394493875683)",152269086725,102,4,6,30,29490,13,1,9,11
M975967,8,otc alterations permit,09/10/2018,0248,027A,1429,,Sacramento,St,,,street space,issued,09/10/2018,09/10/2018,09/10/2018,,,,,,,,,,1,,,,,,,,,,,,3,Nob Hill,94109,"(37.79180397623838, -122.41651459264385)",152278363581,16,6,3,21,28858,5,10,1,2
M976107,8,otc alterations permit,09/10/2018,1015,043,3941,,Sacramento,St,,,street space,issued,09/10/2018,09/10/2018,09/10/2018,,,,,,,,,,1,,,,,,,,,,,,2,Presidio Heights,94118,"(37.786531519061725, -122.45777980418953)",152280787213,10,8,6,31,54,11,1,9,11
M976207,8,otc alterations permit,09/10/2018,0221,125,1298,,Sacramento,St,0,,street space,issued,09/10/2018,09/10/2018,09/10/2018,,,,,,,,,,1,,,,,,,,,,,,3,Nob Hill,94108,"(37.792491657405044, -122.41408334843995)",1522834296467,16,6,3,21,28857,5,10,1,2
201809109568,8,otc alterations permit,09/10/2018,0218,014,1560,,Sacramento,St,0,,"unit 101 - rehabilitate existing kitchen, rehabilitate existing bathroom, install washer/dryer. fire alarm for added devices on separate permit. n/a for maher.",issued,10/02/2018,09/10/2018,10/02/2018,,,,4,4,,,09/27/2019,38000,38000,apartments,42,apartments,42,2,,5,wood frame (5),5,wood frame (5),,3,Nob Hill,94109,"(37.7920373645138, -122.41865113644748)",1522863420210,16,6,3,21,28858,5,10,1,2
M976487,8,otc alterations permit,09/10/2018,0247,039,1329,,Sacramento,St,,,streetspace,issued,09/10/2018,09/10/2018,09/10/2018,,,,,,,,,,0,,,,,,,,,,,,3,Nob Hill,94109,"(37.79207918187894, -122.41475968496965)",152290763552,16,6,3,21,28858,5,10,1,2
201809109601,3,additions alterations or repairs,09/10/2018,0621,011,1656,,Sacramento,St,,,seismic retrofit using iebc app a4 to comply with mandatory soft story for commercial space.  residential space under #201809109602,issued,11/01/2019,09/10/2018,11/01/2019,,,,4,4,,,03/01/2020,12000,4250,dry cleaners,12,dry cleaners,12,2,,5,wood frame (5),5,wood frame (5),,3,Nob Hill,94109,"(37.791842692377976, -122.42028839400697)",1522910373231,105,4,3,21,28858,13,10,6,2
201809109602,3,additions alterations or repairs,09/10/2018,0621,011,1658,,Sacramento,St,,,seismic retrofit using iebc app a4 to comply with mandatory soft story for residential space. (commercial bp#2018/0910/9601),issued,11/01/2019,09/10/2018,11/01/2019,,,,4,4,,,11/01/2020,85000,80750,apartments,12,apartments,12,2,,5,wood frame (5),5,wood frame (5),,3,Nob Hill,94109,"(37.791842692377976, -122.42028839400697)",152291176500,105,4,3,21,28858,13,10,6,2
201809129810,3,additions alterations or repairs,09/12/2018,1024,026,3053,,Sacramento,St,,,"soft story retrofit per ab107, fema p-807. add (1) new wood s.w. in middle of bldg, transverse directory.** maher: n/a **",complete,11/27/2019,09/12/2018,05/01/2019,11/27/2019,,,3,3,,,04/25/2020,10000,18000,apartments,16,apartments,16,2,,5,wood frame (5),5,wood frame (5),,2,Pacific Heights,94115,"(37.78839304872973, -122.44315845966575)",152321087444,102,8,6,30,29490,13,1,9,11
M978027,8,otc alterations permit,09/12/2018,0636,038,2451,,Sacramento,St,,,street space,issued,09/12/2018,09/12/2018,09/12/2018,,,,,,,,,,1,,,,,,,,,,,,2,Pacific Heights,94115,"(37.78966078022135, -122.43319509133869)",1523328495475,102,4,6,30,29490,13,1,6,11
M978907,8,otc alterations permit,09/13/2018,0249,022,1589,,Sacramento,St,,,street space,issued,09/13/2018,09/13/2018,09/13/2018,,,,,,,,,,1,,,,,,,,,,,,3,Nob Hill,94109,"(37.79164846321226, -122.41891410159046)",152358263640,16,6,3,21,28858,5,10,1,2
M979207,8,otc alterations permit,09/14/2018,0249,022,1589,,Sacramento,St,0,,street space,issued,09/14/2018,09/14/2018,09/14/2018,,,,,,,,,,1,,,,,,,,,,,,3,Nob Hill,94109,"(37.79164846321226, -122.41891410159046)",1523696477686,16,6,3,21,28858,5,10,1,2
201809140201,8,otc alterations permit,09/14/2018,0240,020,635,,Sacramento,St,,,"5th floor:as-built-l1)5 duct detect replaced with pendant mount smoke det. 2)1 dect det.  replaced with new. 3) 3 monitor modules replace with new. 4) 6 pull station replaced with new. 5)1 nac module replaced with new . 6) add 4 pam relays, 1 moniter modules & 12 control relays. ref app#201805310552",complete,10/09/2018,09/14/2018,09/14/2018,10/09/2018,,,14,14,,Y,09/09/2019,5000,5000,office,,office,,2,,1,constr type 1,1,constr type 1,,3,Financial District/South Beach,94104,"(37.79323391658362, -122.40366760544659)",1523707371116,108,6,3,8,28854,4,10,1,2
M980207,8,otc alterations permit,09/17/2018,0219,010,1456,,Sacramento,St,,,street space,issued,09/17/2018,09/17/2018,09/17/2018,,,,,,,,,,1,,,,,,,,,,,,3,Nob Hill,94109,"(37.79226170427889, -122.41695919302323)",1524055232952,16,6,3,21,28858,5,10,1,2
M980847,8,otc alterations permit,09/18/2018,0248,027,1439,,Sacramento,St,,,streetspace,issued,09/18/2018,09/18/2018,09/18/2018,,,,,,,,,,0,,,,,,,,,,,,,,,,1524251280527,,,,,,,,,
201809211023,8,otc alterations permit,09/21/2018,1003,017,2870,,Sacramento,St,0,,"apt 3: remodel kitchen: new cabine6ts, appliances, countertops, floring. bath remodeling: r/r tub, toilet, vanity. no removal of wall, no structural work.",complete,03/22/2019,09/21/2018,09/21/2018,03/22/2019,,,3,3,,,09/16/2019,32000,32000,apartments,5,apartments,5,0,,5,wood frame (5),5,wood frame (5),,2,Pacific Heights,94115,"(37.78933228535549, -122.44013277954383)",1524826420465,102,4,6,30,29490,13,1,9,11
201809211077,8,otc alterations permit,09/21/2018,0222A,004,1170,,Sacramento,St,2,D,"unit 2d: remove extg bathtub and surround, install shower pan, surround, new plmg fixtures, includes waterproofing. no structural work, no electrical.",complete,01/03/2019,09/21/2018,09/21/2018,01/03/2019,,,20,20,,,09/16/2019,25000,25000,apartments,72,apartments,72,0,,1,constr type 1,1,constr type 1,,3,Nob Hill,94108,"(37.79293048567304, -122.41218963211746)",1524909473118,16,6,3,21,28857,3,10,1,2
201809241127,8,otc alterations permit,09/24/2018,0227,011,640,,Sacramento,St,,,1/f: mep ti for ref pa# 201806131753. maher n/a.,complete,02/14/2019,09/24/2018,11/14/2018,02/14/2019,,,3,3,,,10/29/2021,380000,380000,food/beverage hndlng,,food/beverage hndlng,,2,,1,constr type 1,1,constr type 1,,3,Chinatown,94111,"(37.79392394825497, -122.40368999316334)",152498163290,104,6,3,6,28860,3,10,1,2
201809241212,8,otc alterations permit,09/24/2018,1005,053,3014,A,Sacramento,St,,,revision to pa 2016-1220-5391 landscaping change only for planning review. no building related work,complete,10/26/2018,09/24/2018,09/24/2018,10/26/2018,,,2,2,,,09/19/2019,1,1,1 family dwelling,1,2 family dwelling,2,2,,5,wood frame (5),5,wood frame (5),,2,Pacific Heights,94115,"(37.78896908997294, -122.44298622165863)",1525133511047,102,8,6,30,29490,13,1,9,11
201809241216,8,otc alterations permit,09/24/2018,0624,003B,1930,,Sacramento,St,0,,remodel kitchen and bathroom. approx 8x10 for kitchen and 5x7 for bathroom.,complete,12/21/2018,09/24/2018,09/24/2018,12/21/2018,,,5,5,,,09/19/2019,35000,35000,apartments,18,apartments,18,0,,5,wood frame (5),5,wood frame (5),,2,Pacific Heights,94109,"(37.79127503897592, -122.42479087510985)",1525138399895,102,4,6,30,28858,13,1,6,11
M983847,8,otc alterations permit,09/24/2018,1023,099,3135,,Sacramento,St,,,street space,issued,09/24/2018,09/24/2018,09/24/2018,,,,,,,,,,1,,,,,,,,,,,,2,Pacific Heights,94115,"(37.78821642872721, -122.44449274814923)",1525163447015,102,8,6,30,29490,13,1,9,11
M984927,8,otc alterations permit,09/25/2018,0638,011,2263,,Sacramento,St,,,street space,issued,09/25/2018,09/25/2018,09/25/2018,,,,,,,,,,0,,,,,,,,,,,,2,Pacific Heights,94115,"(37.790034668160075, -122.43029500250192)",152539077219,102,4,6,30,29490,13,1,6,11
201809251313,8,otc alterations permit,09/25/2018,0633,012,2725,,Sacramento,St,,,the intent of the project is the installation of a dedicated function sprinkler monitoring system. sprinkler permit app#9618734,issued,09/25/2018,09/25/2018,09/25/2018,,,,1,1,,Y,09/20/2019,3500,3500,church,,church,,2,,5,wood frame (5),5,wood frame (5),,2,Pacific Heights,94115,"(37.788991942330746, -122.43846918903)",152528877068,102,4,6,30,29490,13,1,9,11
201809251324,8,otc alterations permit,09/25/2018,0237,014,353,,Sacramento,St,,,"20th fl - ti includes building (n) non-structural partitions. all (n) or revised mep, sprinkler or life safety will be design build and submitted separately. building fully sprinklered",complete,04/17/2019,09/25/2018,10/10/2018,04/17/2019,,,23,23,,,09/24/2021,185000,185000,office,0,office,0,2,,1,constr type 1,1,constr type 1,,3,Financial District/South Beach,94111,"(37.793939246651824, -122.3997359594495)",152530163381,108,6,3,8,28860,4,10,1,2
201809281716,8,otc alterations permit,09/28/2018,0218,015,1590,,Sacramento,St,,,"apt #20: kitchen remodel - remove and replace kitchen cabinet, countertop tile, floor lineoleum, install gfi and replace all kitchen appliances. size 10'x10'. replace bathtub faucet.",complete,12/03/2018,09/28/2018,09/28/2018,12/03/2018,,,5,5,,,09/23/2019,12000,21000,apartments,43,apartments,43,0,,5,wood frame (5),5,wood frame (5),,3,Nob Hill,94109,"(37.79190333230771, -122.41894307724294)",1525836232935,16,6,3,21,28858,5,10,1,2
M986907,8,otc alterations permit,09/28/2018,0225,018,850,,Sacramento,St,,,street space,issued,09/28/2018,09/28/2018,09/28/2018,,,,,,,,,,1,,,,,,,,,,,,3,Chinatown,94108,"(37.7936766622514, -122.40715228713015)",1525940385353,104,6,3,6,28857,3,10,1,2
M988008,8,otc alterations permit,10/02/2018,0223,008,1040,,Sacramento,St,,,street space,issued,10/02/2018,10/02/2018,10/02/2018,,,,,,,,,,1,,,,,,,,,,,,3,Nob Hill,94108,"(37.79308710867197, -122.41047001575977)",1526272385722,16,6,3,21,28857,3,10,1,2
M989009,8,otc alterations permit,10/04/2018,0633,011,2799,,Sacramento,St,,,street space,issued,10/04/2018,10/04/2018,10/04/2018,,,,,,,,,,1,,,,,,,,,,,,2,Pacific Heights,94115,"(37.78907907884656, -122.43867082759326)",15266912212,102,4,6,30,29490,13,1,9,11
201810042335,8,otc alterations permit,10/04/2018,0221,153,1282,,Sacramento,St,0,,"legalization of udu.  interior remodel of udu.  condo remodel of dining room, hallway and kitchen w/ stair addition to the new roof deck",filed,10/04/2018,10/04/2018,,,,,3,3,,,,272000,0,apartments,3,apartments,3,2,,5,wood frame (5),5,wood frame (5),,3,Nob Hill,94108,"(37.792541971942526, -122.41393326276783)",1526841392310,16,6,3,21,28857,5,10,1,2
201810042334,8,otc alterations permit,10/04/2018,0635,027,2507,,Sacramento,St,,A,"remove tile from deck, new membrane, deck under 50%. work at rear, not visible from street.",complete,12/13/2018,10/04/2018,10/04/2018,12/13/2018,,,2,2,,,09/29/2019,10000,10000,2 family dwelling,2,2 family dwelling,2,0,,5,wood frame (5),5,wood frame (5),,2,Pacific Heights,94115,"(37.78949625397728, -122.43449511118973)",152684277152,102,4,6,30,29490,13,1,6,11
201810092537,8,otc alterations permit,10/09/2018,0220,021,1362,,Sacramento,St,,,reroofing.  tear off (e) roof surface.  install number 28 fiberglass base and modified bitumen membrane on flat roof surface.  maher,complete,10/23/2018,10/09/2018,10/09/2018,10/23/2018,,,3,3,,,10/04/2019,9500,9500,apartments,3,apartments,3,0,,5,wood frame (5),5,wood frame (5),,3,Nob Hill,94109,"(37.79237406266257, -122.41534146098368)",1527115232978,16,6,3,21,28858,5,10,1,2
201810092594,8,otc alterations permit,10/09/2018,0623,004,1850,,Sacramento,St,0,,to obtain final inspection for work approved under pa# 201505227018 & 201603141880. all work is complete.,complete,10/25/2018,10/09/2018,10/09/2018,10/25/2018,,,7,7,,,10/04/2019,1,1,apartments,36,apartments,37,0,,3,constr type 3,3,constr type 3,,2,Pacific Heights,94109,"(37.79143145530101, -122.42355177073176)",1527194413181,102,4,6,30,28858,13,1,6,11
201810092651,8,otc alterations permit,10/09/2018,0624,003B,1930,,Sacramento,St,,,unit 18.  kitchen and bath remodel.  maher n/a,complete,12/21/2018,10/09/2018,10/09/2018,12/21/2018,,,4,4,,,10/04/2019,35000,35000,2 family dwelling,18,2 family dwelling,18,0,,5,wood frame (5),5,wood frame (5),,2,Pacific Heights,94109,"(37.79127503897592, -122.42479087510985)",1527269236008,102,4,6,30,28858,13,1,6,11
M991587,8,otc alterations permit,10/10/2018,1009,029,3490,,Sacramento,St,,,street space,issued,10/10/2018,10/10/2018,10/10/2018,,,,,,,,,,1,,,,,,,,,,,,2,Presidio Heights,94118,"(37.78797476510885, -122.45007792783957)",152756186995,10,8,6,31,54,13,1,9,11
201810102771,8,otc alterations permit,10/10/2018,0634,045,2667,,Sacramento,St,0,,reroofing,complete,10/16/2018,10/10/2018,10/10/2018,10/16/2018,,,3,3,,,10/05/2019,14000,14000,apartments,3,apartments,3,0,,5,wood frame (5),5,wood frame (5),,2,Pacific Heights,94115,"(37.789290091231884, -122.43667460198908)",1527448438606,102,4,6,30,29490,13,1,9,11
M991989,8,otc alterations permit,10/11/2018,0221,125,1298,,Sacramento,St,0,,street space only,issued,10/11/2018,10/11/2018,10/11/2018,,,,,,,,,,1,,,,,,,,,,,,3,Nob Hill,94108,"(37.792491657405044, -122.41408334843995)",1527689296467,16,6,3,21,28857,5,10,1,2
201810112974,8,otc alterations permit,10/11/2018,0249,023,1575,,Sacramento,St,,,"unit #11: renovation of 3rd floor: new kitchen,new bathroom, new plmbg fixtures, nw lighting, add washer and dryer, add dishwasher. no exterior work. no structural work. no fire alarm or sprinkler work.",complete,06/18/2019,10/11/2018,01/18/2019,06/18/2019,,,3,3,,,01/13/2020,35000,40000,apartments,13,apartments,13,2,,5,wood frame (5),5,wood frame (5),,3,Nob Hill,94109,"(37.79160220199418, -122.4186649193402)",1527778257349,16,6,3,21,28858,5,10,1,2
201810123134,8,otc alterations permit,10/12/2018,0633,011,2799,,Sacramento,St,0,,revision to pa 2018-0809-6880 and 2017-0804-3909 (soft story) 2017-0804-3908 (soft story). structural changes at lightwell area.,issued,10/23/2018,10/12/2018,10/23/2018,,,,3,3,,,10/18/2019,10000,15000,retail sales,6,retail sales,6,2,,5,wood frame (5),5,wood frame (5),,2,Pacific Heights,94115,"(37.78907907884656, -122.43867082759326)",1528001419923,102,4,6,30,29490,13,1,9,11
201810153148,8,otc alterations permit,10/15/2018,0627A,024,2200,,Sacramento,St,308,,"knock down texture all ceiling, prine/paint/install new kitchen cabinets, granite counter tops, new center island w/cabinets, new shower pa in guest both tile on wall at showr fl/ both floor remodel master bath, new vanity/tub/tile, new engineered wood flrs. and baseboard, all electric/plumbing",complete,09/10/2019,10/15/2018,10/17/2018,09/10/2019,,,17,17,,,10/01/2021,150000,150000,apartments,126,apartments,126,2,,1,constr type 1,1,constr type 1,,2,Pacific Heights,94115,"(37.79068140052473, -122.42949844457807)",152802076774,102,4,6,30,29490,13,1,6,11
201810163368,4,sign - erect,10/16/2018,1008,011,3364,,Sacramento,St,,,"sign - ""the toboni group"", wall-mounted, single-faced, 120"" length, 3/8"" thick, 14"" height",complete,01/15/2020,10/16/2018,10/17/2018,01/15/2020,,,1,,,,10/12/2019,1100,1100,retail sales,1,,,2,,5,wood frame (5),,,,2,Presidio Heights,94118,"(37.788321508241054, -122.44807252799279)",1528308361831,10,8,6,31,54,13,1,9,11
M994327,8,otc alterations permit,10/17/2018,0627A,024,2200,,Sacramento,St,308,,street space,issued,10/17/2018,10/17/2018,10/17/2018,,,,,,,,,,1,,,,,,,,,,,,2,Pacific Heights,94115,"(37.79068140052473, -122.42949844457807)",152839276774,102,4,6,30,29490,13,1,6,11
M995368,8,otc alterations permit,10/18/2018,0228,004,500,,Sacramento,St,,,street space & sidewalk repair w/mta,issued,10/18/2018,10/18/2018,10/18/2018,,,,,,,,,,1,,,,,,,,,,,,3,Chinatown,94111,"(37.79405515377036, -122.4016321457425)",1528637467693,108,6,3,6,28860,3,10,1,2
201810183621,8,otc alterations permit,10/18/2018,0639,014,2153,,Sacramento,St,,,"relocate walls in the 2nd, 3rd, and 4th floors. comply with complaint #201889711. n/a for maher",issued,10/25/2018,10/18/2018,10/25/2018,,,,4,4,,,10/20/2019,20000,15000,apartments,12,apartments,12,2,,5,wood frame (5),5,wood frame (5),,2,Pacific Heights,94109,"(37.79027443433542, -122.42834876966444)",1528662236163,102,4,6,30,28858,13,1,6,11
201810193640,8,otc alterations permit,10/19/2018,0227,013,650,,Sacramento,St,,,"fire sprinkler plugged/removed 11, relocate heads 43, added heads 4, total 47",filed,10/19/2018,10/19/2018,,,,,3,3,,,,25000,0,food/beverage hndlng,0,food/beverage hndlng,0,2,,1,constr type 1,1,constr type 1,,3,Chinatown,94111,"(37.79381360355833, -122.40385158501817)",1528685376079,104,6,3,6,28860,3,10,1,2
201810193716,8,otc alterations permit,10/19/2018,1026,023,2853,,Sacramento,St,,,water damage to garage ceiling - repair and replace sheetrock in-kind. less than 50% tructural. replacement 10'x20' area.,issued,10/19/2018,10/19/2018,10/19/2018,,,,3,3,,,10/14/2019,500,1000,apartments,3,apartments,3,0,,5,wood frame (5),5,wood frame (5),,2,Pacific Heights,94115,"(37.78882467860304, -122.43981971930683)",152879687516,102,4,6,30,29490,13,1,9,11
201810193716,8,otc alterations permit,10/19/2018,1026,023,2857,,Sacramento,St,0,,water damage to garage ceiling - repair and replace sheetrock in-kind. less than 50% tructural. replacement 10'x20' area.,issued,10/19/2018,10/19/2018,10/19/2018,,,,3,3,,,10/14/2019,500,1000,apartments,3,apartments,3,0,,5,wood frame (5),5,wood frame (5),,2,Pacific Heights,94115,"(37.78882467860304, -122.43981971930683)",1528797413205,102,4,6,30,29490,13,1,9,11
